"","created_on","l5","bedrooms","bathrooms","surface_total","surface_covered","price","property_type"
"15904","2020-12-15","Ate",1,1,35,99,120000,"Casa"
"15912","2020-12-15","La Victoria",1,1,45,45,50000,"Departamento"
"15926","2020-12-15","Rímac",2,1,70,70,85000,"Departamento"
"15934","2020-12-15","Miraflores",2,2,87,87,210000,"Departamento"
"15938","2020-12-15","Miraflores",2,1,80,80,160000,"Departamento"
"15942","2020-12-15","San Miguel",2,2,64,64,145000,"Departamento"
"15968","2020-12-15","Comas",3,1,70,70,48000,"Departamento"
"15972","2020-12-15","Los Olivos",3,2,80,80,105000,"Departamento"
"15983","2020-12-15","San Miguel",3,2,64,64,80000,"Departamento"
"15994","2020-12-15","Santiago de Surco",3,2,67,67,92000,"Departamento"
"16001","2020-12-15","Comas",4,4,170,170,220000,"Casa"
"16004","2020-12-15","Santiago de Surco",4,4,285,339,580000,"Casa"
"16013","2020-12-15","Carabayllo",6,6,120,120,100000,"Casa"
"16016","2020-12-15","Villa el Salvador",10,5,350,126,220000,"Casa"
"16019","2020-07-31","La Molina",4,4,322,165,349000,"Casa"
"16020","2020-07-31","Miraflores",4,6,313,309,710000,"Casa"
"16032","2020-07-31","Surquillo",3,3,93,93,130000,"Departamento"
"16034","2020-07-31","Miraflores",3,3,141,141,220000,"Departamento"
"16036","2020-07-31","Miraflores",3,2,105,109,225000,"Departamento"
"16040","2020-07-31","La Molina",3,3,142,99,204000,"Departamento"
"16510","2020-07-31","Surquillo",2,1,48,48,73000,"Departamento"
"16514","2020-07-31","Surquillo",4,3,110,55,165000,"Departamento"
"16523","2020-07-31","Comas",2,2,70,70,58000,"Departamento"
"16524","2020-07-31","Comas",3,2,70,70,55000,"Departamento"
"16525","2020-07-31","Comas",3,2,70,70,54000,"Departamento"
"16527","2020-07-31","Comas",3,2,70,70,60000,"Departamento"
"16528","2020-07-31","Comas",3,2,70,70,58000,"Departamento"
"16529","2020-07-31","San Juan de Miraflores",2,1,76,76,79000,"Departamento"
"16530","2020-07-31","San Juan de Miraflores",2,1,76,76,80000,"Departamento"
"16532","2020-07-31","Ate",3,2,78,78,112000,"Departamento"
"16539","2020-07-31","Lince",3,2,95,95,200000,"Departamento"
"16552","2020-07-31","Miraflores",3,3,108,108,310000,"Departamento"
"16557","2020-07-31","San Isidro",2,3,120,120,315000,"Departamento"
"16558","2020-07-31","Miraflores",3,3,120,120,305000,"Departamento"
"16559","2020-07-31","Miraflores",3,3,120,120,280000,"Departamento"
"16561","2020-07-31","San Miguel",3,4,137,137,206000,"Departamento"
"16562","2020-07-31","La Molina",4,4,137,137,189000,"Departamento"
"16563","2020-07-31","San Juan de Miraflores",7,5,320,160,210000,"Casa"
"16564","2020-07-31","Santiago de Surco",3,4,160,160,310000,"Departamento"
"16566","2020-07-31","La Molina",6,4,330,167,385000,"Casa"
"16567","2020-07-31","La Molina",6,4,330,167,395000,"Casa"
"16570","2020-07-31","Breña",5,3,200,450,180000,"Departamento"
"16571","2020-07-31","Breña",5,3,200,450,190000,"Departamento"
"16576","2020-07-31","Santiago de Surco",3,4,256,487,640000,"Departamento"
"16577","2020-07-31","Santiago de Surco",3,4,256,487,577500,"Departamento"
"16585","2020-08-20","Santiago de Surco",4,4,283,623,1090000,"Casa"
"16588","2020-08-20","San Juan de Miraflores",4,2,160,160,160000,"Casa"
"16609","2020-08-20","Jesús María",3,2,78,78,119000,"Departamento"
"16614","2020-08-20","Ate",2,1,52,52,57000,"Departamento"
"16617","2020-08-20","San Isidro",3,2,80,80,190000,"Departamento"
"16618","2020-08-20","San Isidro",2,2,96,96,190000,"Departamento"
"17016","2020-08-20","Ate",2,1,30,30,29000,"Departamento"
"17017","2020-08-20","Ate",2,1,30,30,29000,"Departamento"
"17029","2020-08-20","Santiago de Surco",3,1,70,70,82000,"Departamento"
"17030","2020-08-20","San Martín de Porres",3,2,70,70,82000,"Departamento"
"17032","2020-08-20","San Martín de Porres",3,1,72,72,63000,"Departamento"
"17033","2020-08-20","San Martín de Porres",3,1,72,72,63000,"Departamento"
"17038","2020-08-20","Lince",3,3,87,87,145000,"Departamento"
"17039","2020-08-20","Lince",3,3,87,87,145000,"Departamento"
"17043","2020-08-20","La Molina",4,5,350,550,750000,"Casa"
"17044","2020-08-20","La Molina",4,5,350,550,850000,"Casa"
"17051","2020-08-20","Santiago de Surco",3,3,144,144,315000,"Departamento"
"17052","2020-08-20","Santiago de Surco",3,3,144,144,315000,"Departamento"
"17055","2020-08-20","Los Olivos",4,2,169,169,110000,"Departamento"
"17056","2020-08-20","Los Olivos",4,2,169,169,120000,"Departamento"
"17057","2020-08-20","Carabayllo",3,4,179,143,103000,"Casa"
"17058","2020-08-20","Carabayllo",3,4,179,143,110000,"Casa"
"17062","2020-08-20","Breña",5,2,480,360,430000,"Casa"
"17063","2020-08-20","Breña",5,2,480,360,500000,"Casa"
"17107","2021-06-24","Miraflores",2,2,105,105,205000,"Departamento"
"17108","2021-06-24","Miraflores",2,2,80,80,189000,"Departamento"
"17111","2021-06-24","Miraflores",2,3,120,120,360000,"Departamento"
"17112","2021-06-24","Miraflores",2,3,120,120,360000,"Departamento"
"17144","2021-06-24","San Isidro",3,3,158,158,350000,"Departamento"
"17147","2021-06-24","Lima Cercado",3,1,50,50,40000,"Departamento"
"17150","2021-06-24","Magdalena Del Mar",3,2,73,73,80000,"Departamento"
"17158","2021-06-24","Los Olivos",4,3,204,204,265000,"Departamento"
"17169","2021-06-24","Lima Cercado",17,19,456,160,350000,"Casa"
"17216","2021-05-03","Comas",8,4,287,230,98000,"Casa"
"17217","2021-05-03","Chorrillos",6,4,142,71,130000,"Casa"
"17227","2021-05-03","Santiago de Surco",4,5,200,200,390000,"Departamento"
"17551","2021-07-03","Jesús María",2,2,82,82,143000,"Departamento"
"17553","2021-07-03","Miraflores",3,3,105,105,210000,"Departamento"
"17554","2021-07-03","San Borja",5,6,190,190,385000,"Departamento"
"17555","2021-07-03","Breña",5,3,202,202,158000,"Departamento"
"17556","2021-07-03","Santiago de Surco",5,3,208,250,448000,"Casa"
"17720","2021-02-06","Rímac",3,2,106,56,85000,"Casa"
"17730","2021-02-06","San Borja",3,2,72,72,147000,"Departamento"
"17750","2021-02-06","Lima Cercado",1,1,48,48,64000,"Departamento"
"17752","2021-02-06","Lima Cercado",3,2,107,107,169950,"Departamento"
"17758","2021-02-06","Jesús María",3,2,83,83,137116,"Departamento"
"17855","2021-04-20","Breña",1,1,44,44,48000,"Departamento"
"17856","2021-04-20","La Victoria",2,1,62,62,72000,"Departamento"
"17971","2021-04-20","Lurín",4,3,127,198,150000,"Casa"
"18190","2021-04-20","San Borja",3,5,307,393,850000,"Departamento"
"18348","2021-05-17","Miraflores",1,2,95,95,260000,"Departamento"
"18360","2021-05-17","Magdalena Del Mar",2,2,96,96,180000,"Departamento"
"18386","2021-05-17","Comas",3,2,100,175,160000,"Casa"
"18387","2021-05-17","Ate",3,1,120,140,315000,"Casa"
"18388","2021-05-17","Cieneguilla",3,2,202,2958,800000,"Casa"
"18389","2021-05-17","Santiago de Surco",3,4,206,64,355000,"Departamento"
"18394","2021-05-17","Carabayllo",4,4,240,177,110000,"Casa"
"18402","2021-07-04","Barranco",1,1,60,60,159000,"Departamento"
"18406","2021-07-04","San Martín de Porres",1,1,50,50,42000,"Departamento"
"18408","2021-07-04","Chorrillos",2,1,59,59,55000,"Departamento"
"18501","2021-06-29","Jesús María",3,2,120,105,140000,"Casa"
"18502","2021-06-29","Pueblo Libre",4,2,115,115,168000,"Casa"
"18504","2021-06-29","Miraflores",3,2,86,86,200000,"Departamento"
"18505","2021-06-29","La Molina",2,1,50,50,99800,"Departamento"
"18506","2021-06-29","Miraflores",2,3,98,98,183000,"Departamento"
"19065","2020-07-29","Santiago de Surco",0,3,128,128,260000,"Departamento"
"19069","2020-07-29","Santiago de Surco",0,2,122,122,155000,"Departamento"
"19114","2020-07-29","San Juan de Lurigancho",1,1,85,90,80000,"Casa"
"19115","2020-07-29","Ate",1,1,100,159,90500,"Casa"
"19126","2020-07-29","Miraflores",1,2,90,110,275000,"Departamento"
"19127","2020-07-29","Pueblo Libre",1,1,52,52,87000,"Departamento"
"19144","2020-07-29","San Juan de Miraflores",1,1,30,30,24000,"Departamento"
"19150","2020-07-29","San Miguel",1,1,45,45,75000,"Departamento"
"19151","2020-07-29","San Miguel",1,1,45,45,75000,"Departamento"
"19154","2020-07-29","San Juan de Lurigancho",2,1,42,42,42000,"Casa"
"19160","2020-07-29","Pucusana",2,2,132,132,158000,"Departamento"
"19163","2020-07-29","Santiago de Surco",2,2,80,80,169000,"Departamento"
"19165","2020-07-29","Barranco",2,2,75,75,130000,"Departamento"
"19167","2020-07-29","Surquillo",2,2,62,62,106000,"Departamento"
"19169","2020-07-29","Surquillo",2,2,75,145,180000,"Departamento"
"19172","2020-07-29","San Miguel",2,2,63,63,75500,"Departamento"
"19175","2020-07-29","Santiago de Surco",2,2,165,171,333000,"Departamento"
"19194","2020-07-29","San Miguel",2,2,55,55,88000,"Departamento"
"19195","2020-07-29","San Miguel",2,2,55,55,88000,"Departamento"
"19197","2020-07-29","Santiago de Surco",2,2,70,70,95000,"Departamento"
"19198","2020-07-29","Santiago de Surco",2,2,70,70,90000,"Departamento"
"19201","2020-07-29","San Juan de Miraflores",2,1,25,107,120000,"Casa"
"19202","2020-07-29","San Juan de Miraflores",2,1,25,107,120000,"Casa"
"19203","2020-07-29","San Juan de Lurigancho",2,1,114,114,85000,"Casa"
"19207","2020-07-29","San Juan de Miraflores",2,1,40,40,30000,"Departamento"
"19208","2020-07-29","San Juan de Miraflores",2,1,78,78,79000,"Departamento"
"19209","2020-07-29","Santiago de Surco",2,4,149,150,269000,"Departamento"
"19221","2020-07-29","Pachacamac",3,4,300,500,185000,"Casa"
"19222","2020-07-29","Cieneguilla",3,2,160,160,80000,"Casa"
"19223","2020-07-29","Chaclacayo",3,2,48,48,100000,"Casa"
"19227","2020-07-29","San Miguel",3,2,76,76,119000,"Departamento"
"19228","2020-07-29","Magdalena Del Mar",3,3,82,123,187000,"Departamento"
"19230","2020-07-29","Santiago de Surco",3,3,204,245,450000,"Departamento"
"19234","2020-07-29","Santiago de Surco",3,2,142,165,308000,"Departamento"
"19235","2020-07-29","La Molina",3,3,93,93,155000,"Departamento"
"19236","2020-07-29","Pueblo Libre",3,2,76,76,130000,"Departamento"
"19241","2020-07-29","Comas",3,2,73,73,60000,"Departamento"
"19243","2020-07-29","San Isidro",3,4,236,236,389500,"Departamento"
"19245","2020-07-29","San Miguel",3,2,87,87,140000,"Departamento"
"19248","2020-07-29","San Borja",3,2,94,94,139000,"Departamento"
"19249","2020-07-29","Pucusana",3,2,124,124,133900,"Departamento"
"19251","2020-07-29","Chorrillos",3,2,76,76,115000,"Departamento"
"19252","2020-07-29","Chorrillos",3,2,71,71,91000,"Departamento"
"19253","2020-07-29","Breña",3,2,90,90,91000,"Departamento"
"19256","2020-07-29","La Molina",3,2,92,92,158000,"Departamento"
"19257","2020-07-29","Lurín",3,2,107,107,118000,"Departamento"
"19258","2020-07-29","Ate",3,3,98,98,222000,"Departamento"
"19260","2020-07-29","San Juan de Lurigancho",3,2,92,92,87000,"Departamento"
"19261","2020-07-29","Santiago de Surco",3,2,107,107,185000,"Departamento"
"19262","2020-07-29","San Miguel",3,2,70,70,90000,"Departamento"
"19263","2020-07-29","Santiago de Surco",3,3,185,210,395000,"Departamento"
"19271","2020-07-29","San Juan de Miraflores",3,3,82,82,91000,"Departamento"
"19272","2020-07-29","San Borja",3,3,116,116,179000,"Departamento"
"19276","2020-07-29","Santiago de Surco",3,2,136,136,265000,"Departamento"
"19287","2020-07-29","San Borja",3,4,120,120,275145,"Departamento"
"19288","2020-07-29","San Borja",3,4,115,115,259000,"Departamento"
"19289","2020-07-29","San Miguel",3,2,83,83,115000,"Departamento"
"19290","2020-07-29","San Miguel",3,2,83,83,115000,"Departamento"
"19297","2020-07-29","Comas",3,2,100,100,85000,"Departamento"
"19298","2020-07-29","Comas",3,2,100,100,85000,"Departamento"
"19301","2020-07-29","San Borja",3,3,139,139,280000,"Departamento"
"19302","2020-07-29","San Isidro",3,3,139,139,299000,"Departamento"
"19303","2020-07-29","Magdalena Del Mar",3,2,107,107,198000,"Departamento"
"19304","2020-07-29","Magdalena Del Mar",3,2,107,107,189000,"Departamento"
"19305","2020-07-29","San Martín de Porres",3,1,113,160,99999,"Departamento"
"19306","2020-07-29","San Martín de Porres",3,1,113,160,110000,"Departamento"
"19311","2020-07-29","San Isidro",3,3,248,248,1040000,"Departamento"
"19312","2020-07-29","San Isidro",3,3,248,248,1040000,"Departamento"
"19313","2020-07-29","San Miguel",3,2,70,70,125000,"Departamento"
"19314","2020-07-29","San Miguel",3,2,70,70,140000,"Departamento"
"19316","2020-07-29","La Molina",3,3,122,122,224400,"Departamento"
"19317","2020-07-29","La Molina",3,3,122,122,134000,"Departamento"
"19320","2020-07-29","Santiago de Surco",3,4,145,130,275000,"Departamento"
"19325","2020-07-29","Santiago de Surco",3,3,154,154,290000,"Departamento"
"19326","2020-07-29","Santiago de Surco",3,3,254,254,420000,"Departamento"
"19327","2020-07-29","Santiago de Surco",3,3,159,159,300000,"Departamento"
"19328","2020-07-29","Santiago de Surco",3,3,316,316,500000,"Departamento"
"19331","2020-07-29","Pachacamac",4,2,160,500,110000,"Casa"
"19334","2020-07-29","Cieneguilla",4,4,325,1082,679000,"Casa"
"19336","2020-07-29","Ate",4,3,120,220,469000,"Casa"
"19341","2020-07-29","Pueblo Libre",4,3,156,156,220000,"Departamento"
"19342","2020-07-29","San Borja",4,3,185,185,210550,"Departamento"
"19343","2020-07-29","Surquillo",4,4,131,207,255000,"Departamento"
"19348","2020-07-29","Miraflores",4,3,175,184,299000,"Departamento"
"19350","2020-07-29","San Borja",4,4,236,169,389000,"Departamento"
"19351","2020-07-29","San Juan de Lurigancho",4,1,125,125,85000,"Departamento"
"19353","2020-07-29","San Juan de Lurigancho",4,2,92,120,98000,"Departamento"
"19363","2020-07-29","San Juan de Lurigancho",4,3,113,113,100000,"Departamento"
"19364","2020-07-29","La Molina",4,3,300,750,750000,"Casa"
"19366","2020-07-29","Jesús María",4,3,90,90,159500,"Departamento"
"19367","2020-07-29","Jesús María",4,3,90,90,150000,"Departamento"
"19368","2020-07-29","San Martín de Porres",4,1,102,102,85000,"Departamento"
"19369","2020-07-29","San Martín de Porres",4,1,102,102,79999,"Departamento"
"19370","2020-07-29","Miraflores",4,2,100,100,220000,"Departamento"
"19371","2020-07-29","Miraflores",4,2,100,100,173000,"Departamento"
"19372","2020-07-29","San Miguel",4,3,96,96,167000,"Departamento"
"19373","2020-07-29","San Miguel",4,3,96,96,167000,"Departamento"
"19374","2020-07-29","Comas",4,3,120,120,125000,"Casa"
"19375","2020-07-29","Comas",4,3,120,120,125000,"Casa"
"19378","2020-07-29","San Miguel",5,4,232,320,415000,"Casa"
"19379","2020-07-29","Santiago de Surco",5,5,293,204,500000,"Casa"
"19382","2020-07-29","La Molina",5,6,334,518,1000000,"Casa"
"19383","2020-07-29","La Molina",5,6,327,430,800000,"Casa"
"19385","2020-07-29","La Molina",6,5,421,503,978000,"Casa"
"19386","2020-07-29","San Martín de Porres",6,3,201,121,129000,"Casa"
"19387","2020-07-29","Pueblo Libre",6,4,178,212,265000,"Departamento"
"19392","2020-07-29","San Miguel",7,4,300,140,255000,"Casa"
"19394","2020-07-29","San Juan de Lurigancho",8,5,160,170,85000,"Casa"
"19395","2020-07-29","La Molina",8,4,250,90,90000,"Casa"
"19398","2020-07-29","San Martín de Porres",9,6,447,198,200000,"Casa"
"19399","2020-07-29","Jesús María",10,5,800,500,750000,"Casa"
"19658","2021-01-17","Los Olivos",2,2,77,77,58000,"Departamento"
"19676","2021-01-17","Santiago de Surco",3,3,150,150,340000,"Departamento"
"20236","2020-09-08","La Victoria",0,1,44,44,68000,"Departamento"
"20252","2020-09-08","San Martín de Porres",1,1,45,45,35000,"Departamento"
"20253","2020-09-08","San Juan de Lurigancho",1,1,80,90,55000,"Casa"
"20266","2020-09-08","Surquillo",2,1,55,55,77000,"Departamento"
"20273","2020-09-08","San Miguel",2,2,75,75,85000,"Departamento"
"20298","2020-09-08","San Juan de Miraflores",3,2,236,236,95000,"Departamento"
"20300","2020-09-08","San Borja",3,2,154,243,240000,"Departamento"
"20307","2020-09-08","Chorrillos",3,3,154,219,350000,"Casa"
"20315","2020-09-08","Miraflores",3,4,150,207,430000,"Departamento"
"20316","2020-09-08","Miraflores",3,5,173,173,380000,"Departamento"
"20323","2020-09-08","Pueblo Libre",3,1,86,88,100000,"Departamento"
"20324","2020-09-08","Santiago de Surco",3,2,154,243,240000,"Departamento"
"20325","2020-09-08","Pueblo Libre",3,1,86,88,100000,"Departamento"
"20329","2020-09-08","Santiago de Surco",3,4,140,140,235000,"Departamento"
"20330","2020-09-08","Santiago de Surco",3,3,119,119,210000,"Departamento"
"20334","2020-09-08","San Martín de Porres",3,1,130,130,135000,"Casa"
"20335","2020-09-08","San Juan de Miraflores",3,2,118,118,105000,"Departamento"
"20344","2020-09-08","Miraflores",4,4,150,207,430000,"Departamento"
"20346","2020-09-08","Santiago de Surco",4,3,175,261,300000,"Departamento"
"20350","2020-09-08","Villa María del Triunfo",5,3,200,333,180000,"Casa"
"20356","2020-09-08","Los Olivos",7,3,170,84,180000,"Casa"
"20589","2020-11-06","Chorrillos",5,7,700,1830,1750000,"Casa"
"20598","2020-11-06","San Isidro",3,5,265,302,1211000,"Departamento"
"20604","2020-11-06","Pueblo Libre",2,2,54,54,105000,"Departamento"
"20611","2020-11-06","San Miguel",2,1,63,63,78000,"Departamento"
"20612","2020-11-06","San Miguel",2,1,63,63,78000,"Departamento"
"20619","2020-11-06","Lince",3,1,66,66,90000,"Departamento"
"20620","2020-11-06","Rímac",3,2,70,70,70000,"Departamento"
"20623","2020-11-06","Breña",2,1,72,72,75000,"Departamento"
"20624","2020-11-06","Breña",2,1,72,72,75000,"Departamento"
"20626","2020-11-06","Lince",2,2,73,73,99000,"Departamento"
"20627","2020-11-06","San Martín de Porres",2,1,75,75,63000,"Departamento"
"20628","2020-11-06","Los Olivos",8,4,240,80,250000,"Casa"
"20630","2020-11-06","Miraflores",2,2,82,82,234500,"Departamento"
"20631","2020-11-06","Miraflores",2,2,82,82,234500,"Departamento"
"20656","2020-11-06","San Miguel",3,2,98,98,120000,"Departamento"
"20659","2020-11-06","Santa Rosa",3,2,200,104,120000,"Casa"
"20665","2020-11-06","San Martín de Porres",3,3,110,110,95000,"Departamento"
"20666","2020-11-06","Magdalena Del Mar",3,3,112,112,246960,"Departamento"
"20667","2020-11-06","Magdalena Del Mar",3,3,112,112,246960,"Departamento"
"20668","2020-11-06","Miraflores",3,2,114,114,200000,"Departamento"
"20674","2020-11-06","Lurigancho",4,2,120,120,140000,"Casa"
"20676","2020-11-06","Santiago de Surco",3,3,120,120,188000,"Departamento"
"20677","2020-11-06","Santiago de Surco",3,3,120,120,188000,"Departamento"
"20684","2020-11-06","La Victoria",3,2,130,130,175000,"Departamento"
"20685","2020-11-06","San Borja",3,3,133,133,255000,"Departamento"
"20686","2020-11-06","Chaclacayo",4,2,133,133,140000,"Departamento"
"20701","2020-11-06","Comas",2,1,100,160,140000,"Casa"
"20705","2020-11-06","Comas",7,5,464,174,180000,"Casa"
"20707","2020-11-06","La Molina",5,5,750,1198,1050000,"Casa"
"20723","2020-11-06","Miraflores",4,5,212,212,550000,"Departamento"
"20725","2020-11-06","San Juan de Miraflores",2,2,212,213,220000,"Casa"
"20726","2020-11-06","San Juan de Miraflores",2,2,212,213,220000,"Casa"
"20763","2021-07-17","San Isidro",1,2,95,95,190000,"Departamento"
"20764","2021-07-17","Santiago de Surco",5,4,204,68,250000,"Departamento"
"20766","2021-07-17","Puente Piedra",3,1,57,57,49000,"Departamento"
"20767","2021-07-17","Miraflores",2,3,120,120,357000,"Departamento"
"20769","2021-07-17","Miraflores",2,2,88,88,197000,"Departamento"
"20770","2021-07-17","San Borja",2,1,68,68,95000,"Departamento"
"20771","2021-07-17","San Isidro",2,4,251,369,560000,"Departamento"
"20772","2021-07-17","Magdalena Del Mar",3,2,86,86,119000,"Departamento"
